,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
27,Nebraska,32.0,33.0,30.0,29.0,28.0,29.0,31.0,28.0,33.0,29.0,33.0,31.0,33.0,32.0,30.0,33.0,32.0,31.0,34.0,30.0,33.0,35.0,32.0,26.0,32.0,32.0
28,Indiana,32.0,34.0,29.0,34.0,36.0,34.0,29.0,29.0,31.0,32.0,33.0,30.0,31.0,32.0,36.0,36.0,32.0,34.0,35.0,34.0,31.0,35.0,32.0,27.0,35.0,35.0
29,NC State,32.0,33.0,34.0,29.0,34.0,31.0,31.0,35.0,32.0,36.0,31.0,30.0,36.0,31.0,37.0,35.0,36.0,36.0,33.0,32.0,33.0,36.0,32.0,25.0,32.0,34.0
30,UNLV,32.0,28.0,32.0,27.0,32.0,32.0,30.0,30.0,30.0,36.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,32.0,31.0,32.0,33.0,31.0,32.0,25.0,31.0,31.0
31,Clemson,32.0,34.0,30.0,31.0,30.0,27.0,28.0,32.0,31.0,36.0,33.0,32.0,32.0,34.0,31.0,31.0,36.0,31.0,31.0,33.0,35.0,34.0,31.0,24.0,33.0,34.0
32,TX Christian,32.0,31.0,31.0,30.0,29.0,28.0,29.0,34.0,30.0,30.0,29.0,30.0,30.0,33.0,32.0,31.0,30.0,33.0,33.0,38.0,33.0,37.0,31.0,26.0,34.0,35.0
33,Louisville,32.0,30.0,30.0,31.0,32.0,32.0,30.0,36.0,34.0,33.0,36.0,37.0,33.0,35.0,40.0,38.0,37.0,36.0,31.0,34.0,36.0,34.0,31.0,20.0,32.0,32.0
34,New Mexico,32.0,33.0,30.0,33.0,30.0,27.0,26.0,32.0,30.0,31.0,33.0,34.0,35.0,34.0,34.0,35.0,34.0,31.0,32.0,31.0,33.0,31.0,32.0,20.0,30.0,33.0
35,Florida St,32.0,30.0,29.0,29.0,29.0,29.0,32.0,30.0,30.0,35.0,34.0,35.0,32.0,34.0,35.0,34.0,36.0,33.0,34.0,35.0,35.0,37.0,31.0,25.0,31.0,32.0
36,Oklahoma,32.0,32.0,34.0,33.0,36.0,34.0,31.0,33.0,29.0,30.0,35.0,36.0,31.0,31.0,31.0,32.0,33.0,35.0,37.0,31.0,32.0,34.0,31.0,27.0,35.0,32.0
37,S Mississippi,32.0,30.0,29.0,30.0,26.0,29.0,27.0,25.0,28.0,27.0,29.0,29.0,30.0,29.0,32.0,35.0,34.0,27.0,27.0,29.0,30.0,29.0,28.0,23.0,31.0,30.0
38,Missouri St,32.0,33.0,34.0,29.0,32.0,29.0,33.0,32.0,31.0,32.0,32.0,31.0,36.0,35.0,31.0,31.0,32.0,29.0,31.0,32.0,32.0,31.0,33.0,22.0,33.0,31.0
39,Gonzaga,32.0,34.0,35.0,32.0,32.0,33.0,31.0,31.0,33.0,34.0,33.0,33.0,33.0,34.0,33.0,34.0,35.0,37.0,35.0,39.0,37.0,37.0,33.0,31.0,32.0,36.0
40,UCLA,32.0,31.0,33.0,32.0,33.0,29.0,28.0,29.0,39.0,35.0,37.0,35.0,32.0,34.0,32.0,35.0,37.0,36.0,32.0,36.0,33.0,33.0,30.0,32.0,35.0,37.0
41,St Bonavent,32.0,29.0,31.0,30.0,30.0,27.0,28.0,28.0,27.0,29.0,30.0,30.0,30.0,31.0,32.0,29.0,33.0,31.0,31.0,32.0,34.0,34.0,30.0,21.0,33.0,32.0
42,Arizona St,32.0,28.0,31.0,29.0,29.0,31.0,27.0,32.0,28.0,29.0,34.0,35.0,33.0,31.0,31.0,35.0,33.0,34.0,32.0,33.0,32.0,34.0,31.0,25.0,31.0,36.0
43,Arkansas,32.0,34.0,34.0,31.0,29.0,28.0,28.0,30.0,32.0,35.0,35.0,30.0,32.0,31.0,32.0,32.0,34.0,36.0,32.0,36.0,35.0,34.0,32.0,32.0,37.0,36.0
44,Maryland,32.0,33.0,35.0,37.0,36.0,31.0,32.0,32.0,31.0,34.0,34.0,35.0,32.0,33.0,32.0,38.0,32.0,35.0,35.0,32.0,31.0,34.0,31.0,30.0,32.0,35.0
45,Wichita St,31.0,29.0,28.0,28.0,30.0,30.0,31.0,32.0,34.0,30.0,31.0,33.0,34.0,36.0,32.0,38.0,35.0,34.0,34.0,35.0,33.0,37.0,31.0,20.0,28.0,32.0
46,TX Southern,31.0,26.0,22.0,28.0,28.0,31.0,28.0,25.0,28.0,28.0,32.0,32.0,31.0,32.0,33.0,31.0,33.0,35.0,33.0,35.0,36.0,36.0,31.0,25.0,32.0,33.0
47,Richmond,31.0,27.0,30.0,29.0,36.0,29.0,33.0,29.0,30.0,30.0,31.0,35.0,35.0,37.0,32.0,34.0,33.0,35.0,32.0,35.0,32.0,33.0,31.0,22.0,37.0,33.0
48,Wisconsin,31.0,32.0,36.0,29.0,31.0,32.0,32.0,34.0,31.0,36.0,36.0,32.0,33.0,34.0,36.0,35.0,37.0,39.0,35.0,37.0,33.0,34.0,31.0,31.0,33.0,35.0
49,Butler,31.0,32.0,31.0,32.0,32.0,32.0,29.0,26.0,33.0,34.0,34.0,31.0,37.0,36.0,36.0,35.0,30.0,34.0,33.0,34.0,35.0,33.0,31.0,25.0,31.0,32.0
50,St Johns,31.0,37.0,33.0,29.0,32.0,34.0,27.0,27.0,27.0,31.0,30.0,34.0,33.0,33.0,32.0,33.0,33.0,32.0,31.0,33.0,32.0,34.0,32.0,27.0,32.0,33.0
51,S Carolina,31.0,29.0,32.0,30.0,36.0,28.0,34.0,33.0,37.0,30.0,32.0,31.0,31.0,30.0,31.0,32.0,34.0,32.0,33.0,36.0,32.0,31.0,31.0,21.0,30.0,32.0
52,Charlotte,31.0,34.0,33.0,32.0,30.0,29.0,30.0,29.0,32.0,30.0,34.0,31.0,31.0,30.0,30.0,33.0,31.0,32.0,33.0,29.0,28.0,29.0,29.0,24.0,31.0,36.0
53,Pacific,31.0,25.0,28.0,26.0,28.0,28.0,32.0,31.0,30.0,30.0,30.0,33.0,35.0,29.0,28.0,33.0,33.0,28.0,26.0,32.0,31.0,30.0,31.0,17.0,28.0,31.0
54,NC-Wilmgton,31.0,28.0,30.0,30.0,33.0,31.0,30.0,29.0,33.0,29.0,33.0,32.0,31.0,31.0,31.0,29.0,30.0,31.0,31.0,33.0,30.0,32.0,29.0,16.0,34.0,32.0
55,Texas,31.0,32.0,33.0,34.0,34.0,32.0,33.0,30.0,37.0,35.0,37.0,35.0,34.0,36.0,34.0,33.0,35.0,34.0,33.0,33.0,34.0,37.0,31.0,27.0,34.0,38.0
56,W Virginia,31.0,29.0,28.0,28.0,27.0,29.0,31.0,35.0,32.0,35.0,36.0,35.0,38.0,33.0,33.0,32.0,33.0,35.0,35.0,37.0,37.0,36.0,31.0,29.0,33.0,34.0
57,Marquette,31.0,29.0,28.0,29.0,33.0,32.0,30.0,30.0,30.0,33.0,34.0,35.0,34.0,37.0,35.0,35.0,32.0,32.0,33.0,32.0,35.0,34.0,30.0,27.0,32.0,36.0
58,Virginia,30.0,30.0,31.0,29.0,29.0,31.0,31.0,29.0,30.0,31.0,33.0,28.0,31.0,31.0,32.0,35.0,37.0,34.0,37.0,34.0,34.0,36.0,30.0,25.0,35.0,33.0
59,Valparaiso,30.0,30.0,30.0,30.0,32.0,31.0,30.0,31.0,28.0,30.0,34.0,29.0,29.0,33.0,32.0,33.0,31.0,31.0,35.0,32.0,30.0,31.0,34.0,26.0,30.0,31.0
60,Wake Forest,30.0,31.0,36.0,30.0,34.0,31.0,31.0,33.0,34.0,31.0,30.0,31.0,31.0,32.0,31.0,31.0,33.0,32.0,31.0,33.0,31.0,31.0,31.0,21.0,35.0,33.0
61,LA Lafayette,30.0,29.0,34.0,28.0,30.0,28.0,27.0,30.0,29.0,29.0,29.0,29.0,28.0,27.0,31.0,32.0,32.0,33.0,32.0,31.0,32.0,30.0,32.0,24.0,29.0,31.0
62,Iowa,30.0,30.0,30.0,35.0,35.0,31.0,29.0,33.0,34.0,31.0,32.0,32.0,32.0,31.0,35.0,38.0,33.0,34.0,33.0,34.0,33.0,35.0,31.0,31.0,36.0,33.0
63,Temple,30.0,35.0,33.0,37.0,34.0,34.0,29.0,30.0,32.0,30.0,34.0,34.0,35.0,34.0,32.0,34.0,31.0,37.0,33.0,32.0,33.0,33.0,31.0,16.0,29.0,32.0
64,Auburn,30.0,33.0,33.0,31.0,28.0,33.0,28.0,31.0,28.0,31.0,30.0,35.0,31.0,30.0,31.0,32.0,30.0,34.0,31.0,32.0,34.0,38.0,31.0,27.0,34.0,34.0
65,Centenary,30.0,27.0,23.0,24.0,22.0,24.0,26.0,26.0,26.0,31.0,30.0,31.0,27.0,28.0,,,,,,,,,,,,
66,San Francisco,30.0,29.0,27.0,27.0,27.0,28.0,30.0,31.0,28.0,30.0,30.0,28.0,28.0,32.0,32.0,29.0,31.0,31.0,29.0,32.0,38.0,30.0,33.0,25.0,33.0,33.0
67,S Florida,30.0,28.0,31.0,32.0,32.0,28.0,27.0,29.0,29.0,30.0,31.0,31.0,33.0,33.0,35.0,31.0,32.0,31.0,33.0,30.0,32.0,36.0,31.0,21.0,31.0,32.0
68,Washington,30.0,28.0,29.0,29.0,28.0,27.0,31.0,34.0,33.0,32.0,33.0,34.0,36.0,35.0,35.0,34.0,32.0,31.0,34.0,31.0,34.0,36.0,32.0,26.0,32.0,32.0
69,Ohio State,30.0,36.0,30.0,31.0,32.0,32.0,30.0,32.0,32.0,39.0,37.0,33.0,37.0,37.0,39.0,37.0,35.0,35.0,35.0,32.0,34.0,35.0,31.0,31.0,32.0,35.0
70,Xavier,30.0,36.0,32.0,29.0,32.0,32.0,37.0,29.0,32.0,34.0,37.0,35.0,35.0,32.0,36.0,31.0,34.0,37.0,34.0,38.0,35.0,35.0,32.0,21.0,36.0,37.0
71,Oral Roberts,30.0,26.0,29.0,26.0,30.0,27.0,26.0,32.0,32.0,33.0,32.0,30.0,32.0,35.0,34.0,34.0,31.0,32.0,29.0,28.0,28.0,30.0,27.0,26.0,28.0,31.0
72,Illinois St,30.0,31.0,29.0,30.0,31.0,29.0,28.0,29.0,27.0,30.0,34.0,34.0,33.0,31.0,35.0,33.0,33.0,34.0,31.0,34.0,32.0,32.0,30.0,24.0,31.0,32.0
73,Tulsa,30.0,33.0,37.0,37.0,33.0,31.0,29.0,29.0,27.0,29.0,39.0,35.0,34.0,32.0,31.0,32.0,34.0,33.0,32.0,32.0,31.0,32.0,31.0,21.0,31.0,30.0
74,Duquesne,30.0,27.0,29.0,29.0,28.0,30.0,29.0,30.0,27.0,29.0,30.0,34.0,31.0,31.0,30.0,30.0,30.0,30.0,33.0,32.0,32.0,32.0,30.0,18.0,30.0,33.0
75,Alabama,30.0,32.0,28.0,36.0,35.0,29.0,33.0,31.0,31.0,32.0,33.0,30.0,32.0,37.0,33.0,35.0,31.0,33.0,33.0,34.0,36.0,34.0,31.0,33.0,33.0,37.0
76,Boston Col,30.0,27.0,30.0,32.0,32.0,31.0,34.0,30.0,35.0,33.0,31.0,34.0,31.0,34.0,31.0,33.0,31.0,32.0,32.0,32.0,35.0,31.0,32.0,20.0,33.0,33.0
77,Utah State,30.0,25.0,30.0,30.0,30.0,31.0,28.0,32.0,31.0,34.0,34.0,34.0,34.0,33.0,36.0,30.0,31.0,30.0,29.0,30.0,33.0,34.0,32.0,28.0,33.0,34.0
78,Hawaii,30.0,26.0,29.0,31.0,33.0,31.0,32.0,29.0,28.0,31.0,30.0,30.0,29.0,31.0,30.0,31.0,29.0,33.0,32.0,29.0,28.0,29.0,29.0,19.0,26.0,32.0
79,Murray St,30.0,32.0,31.0,26.0,30.0,27.0,31.0,26.0,30.0,27.0,29.0,29.0,34.0,30.0,30.0,29.0,32.0,33.0,29.0,31.0,30.0,31.0,30.0,24.0,31.0,31.0
80,BYU,30.0,27.0,32.0,33.0,29.0,32.0,28.0,28.0,28.0,33.0,35.0,32.0,35.0,36.0,33.0,35.0,34.0,33.0,36.0,34.0,35.0,32.0,31.0,26.0,33.0,32.0
81,Michigan St,30.0,38.0,39.0,33.0,30.0,35.0,30.0,33.0,33.0,35.0,36.0,37.0,37.0,33.0,37.0,35.0,38.0,39.0,35.0,35.0,35.0,38.0,31.0,28.0,36.0,34.0
82,Boston U,30.0,27.0,28.0,26.0,32.0,31.0,29.0,29.0,28.0,30.0,31.0,30.0,35.0,35.0,32.0,30.0,35.0,29.0,33.0,31.0,30.0,32.0,33.0,18.0,34.0,31.0
83,Lg Beach St,29.0,27.0,28.0,28.0,28.0,26.0,26.0,30.0,29.0,31.0,31.0,30.0,31.0,32.0,32.0,31.0,30.0,31.0,33.0,32.0,31.0,32.0,30.0,18.0,31.0,31.0
84,Houston,29.0,27.0,30.0,29.0,32.0,28.0,27.0,32.0,30.0,33.0,34.0,33.0,34.0,28.0,29.0,32.0,33.0,32.0,32.0,32.0,35.0,37.0,31.0,31.0,38.0,37.0
85,Rutgers,29.0,32.0,31.0,27.0,31.0,27.0,32.0,28.0,32.0,28.0,31.0,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,33.0,31.0,30.0,28.0,32.0,34.0
86,LIU-Brooklyn,29.0,27.0,25.0,28.0,27.0,28.0,27.0,28.0,27.0,28.0,30.0,30.0,31.0,33.0,34.0,34.0,29.0,30.0,31.0,31.0,34.0,31.0,,,,
87,Iowa State,29.0,29.0,35.0,30.0,31.0,30.0,32.0,31.0,29.0,30.0,31.0,31.0,32.0,32.0,34.0,35.0,36.0,34.0,35.0,35.0,31.0,35.0,32.0,24.0,35.0,33.0
88,Florida Intl,29.0,29.0,29.0,28.0,28.0,27.0,25.0,29.0,27.0,27.0,28.0,31.0,31.0,28.0,28.0,32.0,28.0,31.0,30.0,29.0,29.0,30.0,29.0,22.0,30.0,30.0
89,Seton Hall,29.0,29.0,32.0,31.0,29.0,30.0,30.0,28.0,30.0,28.0,32.0,31.0,32.0,31.0,34.0,33.0,34.0,31.0,34.0,33.0,34.0,34.0,30.0,27.0,31.0,32.0
90,Florida,29.0,31.0,37.0,31.0,31.0,33.0,31.0,32.0,39.0,40.0,36.0,36.0,34.0,37.0,37.0,37.0,38.0,33.0,36.0,36.0,34.0,36.0,31.0,25.0,34.0,33.0
91,DePaul,29.0,31.0,32.0,28.0,28.0,29.0,32.0,31.0,27.0,33.0,30.0,33.0,31.0,31.0,31.0,32.0,33.0,32.0,31.0,32.0,31.0,35.0,31.0,19.0,31.0,33.0
92,Siena,29.0,31.0,33.0,29.0,36.0,32.0,30.0,30.0,28.0,32.0,34.0,35.0,34.0,31.0,31.0,32.0,37.0,31.0,34.0,34.0,32.0,33.0,30.0,17.0,29.0,32.0
93,Providence,29.0,30.0,29.0,30.0,31.0,32.0,29.0,30.0,27.0,31.0,31.0,33.0,31.0,32.0,32.0,34.0,35.0,34.0,35.0,33.0,35.0,34.0,31.0,26.0,33.0,33.0
94,Oklahoma St,29.0,33.0,33.0,29.0,32.0,31.0,34.0,32.0,33.0,34.0,32.0,35.0,33.0,34.0,32.0,33.0,34.0,31.0,32.0,32.0,36.0,32.0,32.0,30.0,30.0,36.0
95,Mississippi,29.0,32.0,33.0,34.0,30.0,29.0,28.0,31.0,30.0,34.0,35.0,31.0,35.0,34.0,34.0,36.0,33.0,34.0,32.0,36.0,32.0,33.0,32.0,28.0,32.0,33.0
96,Tulane,29.0,27.0,31.0,28.0,28.0,29.0,27.0,27.0,27.0,28.0,31.0,30.0,30.0,27.0,29.0,34.0,33.0,30.0,34.0,31.0,31.0,31.0,30.0,23.0,29.0,31.0
97,Arkansas St,29.0,28.0,27.0,28.0,29.0,26.0,26.0,26.0,28.0,31.0,28.0,28.0,29.0,30.0,33.0,30.0,30.0,28.0,29.0,31.0,30.0,30.0,30.0,21.0,26.0,30.0
98,S Illinois,29.0,27.0,33.0,28.0,36.0,31.0,30.0,34.0,32.0,35.0,33.0,30.0,29.0,32.0,30.0,30.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,25.0,30.0,32.0
99,Lamar,29.0,26.0,31.0,26.0,29.0,26.0,25.0,25.0,27.0,30.0,26.0,26.0,28.0,26.0,33.0,31.0,30.0,26.0,26.0,30.0,29.0,29.0,29.0,28.0,27.0,28.0
100,U Penn,29.0,27.0,29.0,29.0,32.0,28.0,27.0,29.0,28.0,30.0,31.0,28.0,28.0,28.0,33.0,31.0,28.0,28.0,27.0,28.0,32.0,30.0,26.0,0.0,28.0,29.0
101,Kansas St,29.0,32.0,28.0,29.0,29.0,30.0,28.0,27.0,28.0,35.0,32.0,33.0,36.0,33.0,33.0,34.0,33.0,32.0,33.0,35.0,37.0,34.0,32.0,28.0,31.0,36.0
102,Villanova,29.0,31.0,33.0,31.0,32.0,31.0,33.0,32.0,33.0,32.0,35.0,38.0,33.0,33.0,32.0,33.0,34.0,36.0,40.0,36.0,40.0,36.0,31.0,25.0,38.0,34.0
103,Miss State,29.0,32.0,30.0,31.0,35.0,31.0,30.0,34.0,30.0,35.0,34.0,35.0,36.0,31.0,33.0,32.0,33.0,31.0,31.0,32.0,36.0,34.0,31.0,33.0,34.0,34.0
104,W Kentucky,29.0,29.0,29.0,28.0,30.0,32.0,26.0,30.0,30.0,32.0,34.0,33.0,34.0,32.0,35.0,35.0,31.0,30.0,32.0,32.0,37.0,34.0,29.0,29.0,30.0,31.0
105,Detroit,29.0,30.0,30.0,36.0,31.0,29.0,30.0,29.0,30.0,30.0,29.0,29.0,33.0,32.0,34.0,31.0,30.0,31.0,29.0,30.0,30.0,31.0,31.0,22.0,29.0,32.0
106,E Michigan,29.0,25.0,26.0,27.0,29.0,25.0,25.0,28.0,28.0,32.0,31.0,30.0,30.0,28.0,31.0,31.0,34.0,31.0,29.0,29.0,31.0,28.0,28.0,15.0,30.0,30.0
107,S Car State,29.0,28.0,34.0,32.0,29.0,30.0,28.0,31.0,30.0,30.0,32.0,27.0,29.0,28.0,29.0,28.0,28.0,31.0,32.0,29.0,30.0,32.0,27.0,18.0,28.0,30.0
108,F Dickinson,29.0,27.0,27.0,28.0,29.0,31.0,28.0,32.0,31.0,29.0,28.0,30.0,32.0,29.0,29.0,31.0,29.0,28.0,32.0,29.0,29.0,33.0,29.0,24.0,26.0,35.0
109,Manhattan,29.0,26.0,27.0,29.0,29.0,30.0,31.0,27.0,31.0,30.0,31.0,30.0,31.0,31.0,34.0,32.0,33.0,33.0,31.0,32.0,31.0,32.0,31.0,20.0,29.0,29.0
110,Memphis,29.0,28.0,30.0,35.0,35.0,30.0,30.0,38.0,37.0,37.0,38.0,37.0,34.0,35.0,35.0,36.0,33.0,32.0,34.0,32.0,34.0,36.0,31.0,28.0,33.0,35.0
111,Evansville,29.0,31.0,30.0,29.0,28.0,28.0,29.0,28.0,29.0,31.0,29.0,29.0,29.0,31.0,31.0,35.0,31.0,35.0,33.0,31.0,30.0,30.0,31.0,25.0,29.0,32.0
112,W Michigan,29.0,26.0,28.0,27.0,30.0,31.0,31.0,32.0,30.0,31.0,32.0,30.0,32.0,33.0,33.0,34.0,32.0,32.0,30.0,31.0,30.0,31.0,30.0,20.0,28.0,28.0
113,Coppin State,29.0,29.0,30.0,27.0,30.0,28.0,32.0,29.0,30.0,32.0,35.0,31.0,27.0,27.0,27.0,31.0,31.0,30.0,29.0,30.0,32.0,33.0,31.0,22.0,32.0,32.0
114,Georgetown,29.0,30.0,33.0,33.0,29.0,34.0,28.0,32.0,33.0,37.0,34.0,31.0,34.0,32.0,32.0,32.0,33.0,33.0,33.0,32.0,30.0,33.0,32.0,26.0,31.0,32.0
115,Tennessee,29.0,30.0,32.0,33.0,30.0,29.0,29.0,31.0,30.0,35.0,35.0,34.0,37.0,34.0,33.0,33.0,36.0,32.0,34.0,31.0,35.0,36.0,31.0,27.0,35.0,36.0
116,S Alabama,28.0,28.0,30.0,29.0,26.0,26.0,26.0,25.0,30.0,30.0,31.0,32.0,30.0,26.0,28.0,29.0,28.0,31.0,31.0,30.0,30.0,32.0,28.0,24.0,29.0,33.0
