,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
55,Connecticut,7.1%,6.9%,8.4%,6.4%,10.8%,11.5%,12.9%,13.7%,13.5%,14.6%,13.1%,11.9%,12.2%,9.0%,11.5%,7.8%,10.2%,9.8%,9.0%,9.2%,6.4%,7.9%,10.5%,9.7%,11.2%,8.9%
56,Kansas St,7.1%,7.0%,7.1%,5.7%,7.0%,6.3%,4.7%,4.0%,6.1%,6.8%,6.1%,5.9%,9.3%,8.4%,8.8%,7.3%,5.5%,4.6%,5.1%,6.8%,5.6%,4.4%,4.7%,2.9%,3.0%,4.8%
57,Virginia,7.1%,8.3%,5.2%,5.5%,7.5%,6.9%,6.9%,6.2%,6.5%,5.3%,4.0%,6.8%,4.8%,5.7%,5.5%,8.7%,8.0%,8.5%,6.4%,8.3%,7.3%,7.3%,9.5%,8.4%,8.1%,8.3%
58,Miami (FL),7.1%,8.7%,6.5%,8.6%,10.1%,7.8%,6.5%,8.2%,7.7%,5.5%,7.8%,6.6%,8.2%,6.2%,6.4%,8.0%,7.2%,6.0%,6.3%,6.9%,7.1%,5.3%,6.1%,6.5%,5.5%,5.2%
59,Central FL,7.0%,5.6%,6.0%,5.9%,6.0%,5.7%,8.8%,7.8%,6.8%,6.5%,6.4%,5.2%,5.6%,10.4%,7.4%,7.4%,7.4%,6.8%,7.2%,6.7%,6.2%,7.7%,5.0%,6.0%,6.4%,7.0%
60,St Johns,7.0%,5.5%,4.9%,5.6%,6.8%,8.3%,7.7%,7.5%,7.6%,6.3%,6.0%,6.6%,6.9%,5.5%,6.3%,12.3%,13.4%,11.0%,9.5%,10.0%,8.8%,5.7%,6.7%,6.4%,9.0%,6.0%
61,Colorado,6.9%,6.5%,6.0%,5.4%,7.3%,10.6%,9.6%,8.8%,9.9%,7.4%,8.1%,3.2%,4.2%,4.8%,5.8%,5.5%,5.8%,7.0%,8.3%,7.4%,6.4%,5.2%,5.4%,5.0%,5.5%,6.5%
62,Campbell,6.9%,5.2%,5.1%,5.2%,4.2%,4.7%,2.4%,2.6%,4.2%,4.9%,4.9%,4.5%,4.2%,9.9%,8.9%,5.6%,7.3%,5.7%,3.9%,7.2%,6.9%,5.4%,5.6%,4.4%,4.0%,5.0%
63,USC,6.8%,7.4%,6.7%,7.6%,7.2%,5.7%,5.7%,4.6%,5.8%,6.8%,7.5%,8.6%,8.6%,5.7%,4.1%,9.0%,7.0%,6.9%,8.2%,8.5%,6.8%,5.8%,8.1%,8.4%,7.3%,8.4%
64,Baylor,6.8%,6.3%,7.3%,3.9%,5.8%,5.1%,4.8%,3.4%,7.5%,6.5%,7.1%,6.2%,11.2%,7.9%,8.1%,7.7%,9.5%,7.0%,7.3%,8.5%,7.4%,8.5%,8.2%,6.7%,6.2%,4.3%
65,New Orleans,6.8%,7.7%,5.5%,5.1%,5.7%,6.5%,6.0%,4.0%,4.7%,5.8%,3.1%,3.4%,3.9%,,,4.8%,5.0%,5.7%,4.6%,5.3%,6.1%,6.9%,3.6%,4.6%,4.2%,3.8%
66,Pacific,6.8%,3.9%,2.4%,3.8%,2.3%,4.9%,5.4%,5.3%,3.7%,3.6%,3.6%,3.8%,4.8%,3.4%,3.3%,2.4%,3.3%,4.6%,4.5%,3.5%,7.2%,2.9%,7.7%,6.0%,4.2%,4.4%
67,WI-Grn Bay,6.7%,4.6%,4.0%,4.8%,3.8%,4.5%,4.7%,3.6%,3.9%,4.9%,5.7%,4.6%,4.6%,6.9%,8.5%,8.9%,12.0%,8.9%,7.3%,6.5%,4.6%,6.4%,4.7%,6.1%,5.2%,4.1%
68,TN Tech,6.7%,3.5%,3.4%,2.2%,4.9%,6.2%,3.0%,6.6%,5.0%,5.8%,6.5%,9.2%,3.9%,4.0%,4.3%,6.5%,8.4%,6.3%,5.9%,5.7%,5.5%,6.7%,5.1%,3.8%,5.7%,3.9%
69,N Iowa,6.6%,2.7%,5.9%,3.6%,3.1%,3.1%,3.4%,7.8%,6.3%,5.8%,6.2%,4.5%,4.1%,3.5%,3.7%,4.5%,5.4%,4.8%,4.8%,5.2%,4.5%,4.1%,4.1%,4.3%,2.4%,2.4%
70,Ark Pine Bl,6.6%,5.5%,4.7%,5.5%,3.7%,5.0%,4.1%,8.4%,7.4%,7.2%,9.0%,5.0%,7.0%,4.3%,7.4%,5.9%,4.3%,6.8%,7.2%,5.4%,7.5%,6.1%,6.1%,6.6%,4.5%,4.6%
71,Hofstra,6.6%,7.2%,7.6%,7.0%,8.0%,5.0%,6.8%,8.2%,8.3%,4.1%,9.8%,9.6%,11.5%,7.3%,5.1%,6.4%,5.8%,4.8%,4.9%,3.8%,4.4%,5.8%,3.5%,4.9%,4.4%,6.9%
72,Hampton,6.6%,8.8%,8.0%,9.5%,5.7%,6.8%,5.5%,5.0%,5.9%,6.3%,7.3%,7.3%,7.2%,9.8%,8.6%,8.4%,10.6%,7.3%,5.9%,6.7%,5.2%,5.1%,5.5%,10.0%,6.3%,5.5%
73,Michigan,6.5%,6.0%,6.9%,6.6%,5.6%,6.3%,8.5%,8.0%,7.2%,11.0%,9.0%,4.9%,4.0%,3.8%,3.9%,4.9%,4.3%,3.2%,3.9%,5.2%,5.5%,7.2%,7.4%,6.9%,5.6%,7.5%
74,VCU,6.5%,7.0%,8.9%,7.3%,8.5%,8.2%,6.8%,7.6%,5.5%,5.9%,10.0%,8.4%,7.1%,6.4%,7.3%,6.0%,8.0%,8.1%,6.8%,7.3%,4.7%,8.1%,8.1%,9.6%,9.4%,8.4%
75,S Mississippi,6.5%,5.7%,9.1%,7.5%,7.1%,6.1%,4.6%,2.5%,3.0%,5.6%,5.1%,3.5%,6.1%,6.6%,5.6%,5.3%,3.9%,3.9%,4.0%,3.4%,3.2%,5.4%,3.9%,3.8%,4.5%,4.5%
76,Norfolk St,6.4%,5.7%,5.0%,4.7%,6.0%,7.6%,4.6%,7.2%,5.2%,6.1%,5.9%,6.0%,5.4%,9.9%,7.9%,8.1%,7.1%,9.0%,8.9%,8.6%,5.6%,6.9%,4.2%,5.4%,5.5%,6.4%
77,Oregon,6.4%,5.8%,5.2%,6.0%,5.2%,4.5%,3.3%,5.0%,5.5%,3.6%,4.3%,5.7%,5.5%,4.9%,6.2%,7.2%,5.9%,7.3%,10.0%,10.6%,7.5%,8.0%,5.7%,6.6%,5.9%,8.3%
78,California,6.4%,6.3%,4.8%,4.0%,7.5%,4.8%,5.6%,5.7%,5.0%,3.5%,4.1%,3.5%,4.3%,4.4%,5.6%,8.0%,7.8%,6.9%,8.0%,8.2%,8.5%,5.7%,4.6%,4.2%,4.7%,5.6%
79,LA Monroe,6.4%,8.4%,10.3%,8.2%,11.3%,5.8%,5.1%,5.3%,3.0%,2.4%,4.3%,5.1%,5.3%,3.1%,4.1%,2.5%,6.1%,6.8%,5.5%,3.9%,2.1%,3.4%,5.7%,5.2%,4.5%,6.3%
80,Miss Val St,6.4%,10.3%,8.6%,8.2%,4.0%,4.5%,6.6%,8.8%,4.6%,7.5%,5.2%,3.2%,4.5%,4.9%,4.7%,4.5%,3.3%,1.9%,3.8%,3.1%,3.0%,3.5%,4.3%,4.5%,4.1%,3.6%
81,Utah,6.4%,7.6%,5.6%,6.3%,5.4%,7.4%,6.8%,5.4%,3.8%,4.3%,6.4%,8.9%,10.8%,8.6%,4.7%,5.7%,8.1%,9.6%,6.6%,5.7%,5.6%,4.4%,4.6%,6.0%,4.9%,6.7%
82,Arkansas St,6.4%,6.2%,4.2%,7.2%,9.5%,3.3%,5.2%,5.0%,4.2%,5.9%,3.9%,6.6%,7.0%,5.8%,4.3%,5.5%,4.8%,5.2%,6.8%,4.7%,4.7%,7.0%,4.8%,4.6%,5.2%,5.8%
83,Marist,6.3%,7.9%,8.1%,6.1%,7.3%,5.8%,5.2%,3.9%,4.5%,3.9%,4.9%,4.7%,2.3%,4.5%,7.3%,7.1%,7.0%,5.1%,4.6%,4.3%,3.9%,3.2%,5.7%,7.2%,5.8%,6.6%
84,Oregon St,6.3%,5.8%,5.7%,3.0%,4.2%,5.9%,3.7%,6.4%,8.0%,5.8%,5.4%,3.6%,3.8%,4.0%,8.0%,7.7%,8.0%,8.2%,5.8%,6.6%,6.5%,9.3%,8.7%,6.2%,5.1%,5.4%
85,Iowa,6.3%,4.8%,3.4%,4.3%,6.3%,7.2%,7.4%,9.2%,8.7%,6.1%,6.2%,4.3%,3.8%,5.1%,6.0%,8.4%,8.5%,8.3%,7.6%,5.9%,6.5%,5.3%,6.3%,7.0%,7.2%,5.7%
86,Wisconsin,6.3%,5.2%,5.9%,4.9%,3.5%,5.3%,5.6%,3.4%,6.0%,6.1%,6.4%,5.1%,7.1%,6.4%,6.9%,8.1%,5.9%,6.2%,6.1%,6.5%,6.7%,7.2%,6.5%,7.1%,5.2%,2.8%
87,New Mexico,6.3%,5.3%,8.1%,7.3%,7.2%,4.8%,5.3%,6.2%,4.4%,4.1%,5.3%,6.4%,6.2%,6.0%,6.2%,6.9%,8.6%,8.6%,6.8%,6.2%,4.9%,5.4%,4.5%,6.6%,7.2%,6.1%
88,Louisville,6.3%,8.5%,7.9%,7.4%,6.7%,8.3%,9.0%,7.1%,6.0%,8.0%,8.9%,10.7%,7.4%,9.0%,8.6%,8.2%,8.7%,9.8%,9.2%,9.8%,9.7%,4.8%,4.7%,3.2%,4.2%,4.8%
89,Indiana St,6.2%,6.4%,6.1%,5.5%,5.5%,5.3%,4.6%,3.2%,4.7%,2.6%,6.4%,5.0%,6.7%,8.1%,5.9%,5.9%,6.6%,6.0%,4.7%,7.1%,6.1%,4.0%,6.3%,5.0%,2.9%,3.3%
90,Georgia St,6.2%,6.9%,7.7%,6.3%,6.3%,8.3%,6.2%,7.6%,6.1%,5.4%,4.6%,4.8%,6.4%,9.6%,9.9%,8.2%,8.4%,7.8%,5.7%,7.1%,8.0%,7.6%,7.1%,7.2%,7.7%,6.0%
91,W Virginia,6.2%,7.7%,7.3%,5.4%,5.8%,6.2%,10.3%,6.9%,4.8%,6.6%,9.6%,8.8%,7.7%,7.4%,4.7%,7.0%,5.3%,5.9%,5.4%,9.0%,9.8%,5.9%,6.6%,4.8%,8.3%,5.6%
92,App State,6.1%,6.4%,6.6%,4.3%,3.9%,7.0%,7.9%,8.0%,6.2%,6.6%,8.0%,5.6%,4.9%,4.6%,6.5%,6.3%,4.7%,3.8%,5.6%,4.9%,5.7%,4.5%,4.0%,5.9%,3.8%,7.7%
93,Clemson,6.1%,5.9%,5.5%,3.7%,5.4%,4.4%,7.6%,9.4%,7.8%,9.8%,9.5%,10.2%,8.5%,8.9%,7.4%,9.2%,11.2%,8.6%,9.4%,6.7%,8.3%,8.3%,4.4%,5.5%,4.1%,5.4%
94,Princeton,6.1%,7.0%,9.0%,4.9%,5.4%,3.6%,6.6%,7.8%,4.8%,4.6%,3.5%,6.2%,6.8%,7.7%,7.3%,5.6%,6.7%,5.8%,6.1%,6.2%,5.6%,3.7%,3.8%,--,2.8%,5.5%
95,Washington,6.1%,5.1%,6.3%,5.6%,7.8%,5.4%,4.9%,4.3%,6.1%,5.0%,4.0%,4.5%,7.3%,8.9%,6.7%,7.3%,5.1%,8.2%,10.2%,8.9%,8.9%,10.4%,10.0%,5.9%,6.9%,8.2%
96,E Michigan,6.1%,7.6%,8.0%,5.1%,4.9%,5.5%,4.9%,4.3%,3.4%,3.5%,4.5%,6.4%,5.1%,7.1%,6.3%,9.3%,10.9%,7.6%,5.9%,7.4%,10.9%,7.6%,5.8%,3.4%,5.0%,3.7%
97,TX Christian,6.0%,5.9%,9.1%,8.7%,6.4%,3.4%,4.2%,3.1%,4.2%,6.4%,4.3%,2.2%,3.4%,4.2%,4.5%,5.2%,5.5%,10.3%,7.0%,7.9%,6.1%,7.3%,8.7%,6.0%,7.3%,8.1%
98,Cleveland St,6.0%,5.2%,5.1%,7.0%,7.5%,7.8%,6.0%,3.1%,4.5%,6.7%,6.4%,6.2%,3.7%,4.9%,6.5%,6.0%,6.4%,6.8%,5.0%,5.5%,4.2%,4.9%,4.6%,4.5%,5.8%,5.9%
99,Purdue,6.0%,5.8%,5.5%,8.1%,5.6%,5.2%,6.2%,6.0%,6.1%,5.1%,8.8%,8.7%,8.8%,7.6%,5.9%,7.9%,9.1%,9.3%,7.8%,4.1%,8.2%,7.2%,6.6%,6.2%,5.8%,6.4%
100,Navy,6.0%,10.0%,11.4%,9.2%,4.2%,5.0%,4.5%,4.0%,4.1%,3.3%,4.3%,4.3%,4.9%,4.3%,3.7%,4.4%,6.4%,6.9%,7.4%,4.2%,2.4%,3.3%,3.2%,4.5%,6.4%,4.9%
101,Georgetown,6.0%,10.6%,10.5%,9.9%,9.6%,10.7%,6.5%,9.1%,7.0%,9.8%,8.9%,7.0%,8.5%,7.9%,8.9%,7.3%,8.3%,9.1%,7.9%,7.8%,5.9%,6.2%,6.7%,6.3%,6.3%,7.3%
102,S Alabama,6.0%,2.4%,3.4%,3.6%,4.5%,2.1%,3.6%,5.2%,2.5%,4.6%,5.4%,9.3%,6.3%,8.3%,8.4%,8.6%,7.0%,6.1%,6.7%,6.7%,6.0%,6.8%,6.0%,5.1%,8.6%,7.3%
103,Wake Forest,6.0%,3.8%,7.3%,7.8%,6.5%,7.7%,5.4%,5.9%,7.4%,5.3%,9.2%,9.1%,8.6%,8.8%,7.9%,7.6%,6.9%,6.7%,7.2%,6.2%,6.2%,4.3%,4.7%,4.1%,6.4%,4.5%
104,Rutgers,6.0%,4.9%,5.8%,6.7%,11.9%,9.7%,10.3%,5.3%,8.1%,7.7%,8.3%,10.1%,11.5%,8.7%,7.4%,6.8%,7.4%,6.6%,5.1%,8.1%,7.3%,7.0%,8.0%,8.9%,7.1%,7.1%
105,James Mad,6.0%,5.5%,6.8%,5.2%,6.3%,8.9%,4.7%,6.5%,3.8%,4.2%,3.9%,3.8%,7.1%,6.8%,4.7%,8.9%,5.8%,4.3%,4.9%,5.0%,5.8%,4.9%,4.3%,3.3%,3.4%,4.3%
106,Bucknell,6.0%,7.6%,8.5%,5.4%,5.4%,4.7%,4.4%,5.8%,3.3%,3.2%,5.3%,4.2%,6.7%,5.6%,5.8%,7.4%,3.0%,4.9%,5.3%,6.6%,7.1%,5.8%,6.3%,5.5%,4.9%,6.3%
107,Youngs St,6.0%,5.9%,6.2%,4.1%,4.7%,5.5%,4.9%,7.2%,4.9%,4.9%,5.3%,6.4%,7.1%,8.5%,9.3%,8.9%,4.5%,3.4%,3.8%,4.8%,6.5%,5.8%,4.3%,2.4%,4.3%,4.6%
108,S Carolina,5.9%,5.4%,6.0%,5.1%,5.3%,6.1%,9.3%,7.8%,9.0%,8.2%,6.1%,8.6%,10.7%,11.0%,9.8%,6.6%,7.4%,7.6%,7.5%,6.9%,5.9%,7.3%,8.0%,6.3%,8.6%,4.5%
109,St Fran (PA),5.9%,4.8%,4.0%,6.4%,2.7%,4.0%,3.7%,4.1%,5.4%,5.1%,4.3%,3.7%,4.8%,5.7%,5.1%,4.0%,5.0%,4.6%,5.1%,6.1%,3.7%,4.9%,4.5%,3.6%,4.3%,3.5%
110,Boston Col,5.9%,4.9%,6.2%,5.7%,5.7%,4.7%,5.2%,7.2%,7.7%,9.5%,9.5%,7.3%,6.1%,4.4%,5.0%,4.7%,4.8%,5.1%,5.4%,4.7%,5.2%,5.4%,4.4%,6.4%,5.5%,6.2%
111,Siena,5.9%,5.7%,5.8%,5.0%,7.2%,6.2%,5.7%,3.8%,3.6%,4.6%,5.9%,7.4%,5.9%,6.4%,5.8%,4.7%,8.5%,6.8%,7.6%,7.0%,5.7%,5.3%,5.3%,5.7%,6.9%,7.6%
112,American,5.9%,5.8%,6.9%,7.7%,4.8%,3.3%,4.4%,4.9%,5.7%,4.5%,5.3%,4.9%,4.7%,5.3%,5.3%,4.8%,6.8%,5.5%,4.4%,4.8%,6.1%,7.7%,6.4%,8.0%,5.5%,7.6%
113,Akron,5.8%,4.0%,4.9%,5.3%,4.0%,4.1%,4.3%,6.9%,5.9%,8.0%,5.4%,4.5%,5.9%,6.1%,7.5%,10.1%,7.6%,8.4%,6.4%,5.5%,4.3%,5.4%,4.7%,6.0%,5.6%,4.6%
114,Richmond,5.8%,7.0%,9.0%,8.4%,6.8%,7.5%,8.3%,7.1%,9.7%,4.8%,7.1%,6.3%,8.2%,7.5%,9.1%,7.5%,7.9%,6.2%,4.0%,3.3%,4.3%,5.4%,4.4%,3.9%,4.1%,4.1%
115,Texas A&M,5.8%,4.7%,3.6%,3.9%,6.4%,3.5%,2.3%,6.4%,6.4%,6.2%,7.2%,6.9%,6.0%,3.0%,4.4%,5.7%,7.2%,5.5%,6.3%,9.5%,9.5%,7.2%,5.2%,3.5%,6.0%,4.3%
116,Loyola Mymt,5.8%,6.6%,4.7%,3.6%,3.7%,7.7%,7.1%,5.8%,5.6%,3.4%,4.0%,3.2%,7.0%,7.0%,4.9%,4.4%,6.4%,6.3%,5.2%,7.7%,4.5%,5.9%,3.8%,4.9%,3.0%,4.9%
117,NC State,5.7%,7.3%,8.3%,6.8%,4.0%,6.0%,4.1%,8.3%,7.7%,5.6%,7.6%,6.4%,7.7%,7.4%,7.0%,6.9%,7.5%,9.0%,6.9%,6.9%,6.3%,6.8%,7.8%,7.5%,6.3%,7.9%
118,Indiana,5.7%,5.6%,7.9%,8.8%,8.9%,8.8%,5.8%,8.6%,4.2%,8.7%,6.7%,4.0%,6.2%,5.2%,5.8%,6.2%,7.5%,5.4%,6.7%,7.8%,7.6%,7.5%,7.7%,6.6%,8.4%,8.5%
119,Detroit,5.7%,5.1%,5.4%,5.2%,6.2%,4.9%,5.8%,5.9%,6.2%,4.4%,5.0%,5.8%,6.4%,8.2%,8.5%,5.8%,7.9%,6.1%,6.9%,4.5%,4.0%,4.1%,5.0%,4.1%,3.4%,3.2%
120,Rider,5.7%,5.0%,6.4%,4.7%,6.5%,6.2%,4.7%,4.9%,5.8%,5.9%,7.6%,6.2%,5.3%,7.4%,6.6%,8.1%,5.2%,5.1%,6.7%,5.9%,5.7%,5.7%,4.5%,3.6%,4.4%,3.9%
121,TX El Paso,5.7%,4.4%,5.4%,6.8%,6.0%,6.4%,4.2%,5.0%,5.4%,6.1%,5.0%,7.2%,6.7%,6.5%,5.3%,7.0%,7.2%,7.3%,5.9%,5.7%,4.8%,4.9%,5.4%,4.8%,6.5%,4.8%
122,Hawaii,5.7%,7.7%,5.6%,4.2%,6.5%,5.6%,5.7%,7.4%,10.3%,8.4%,5.9%,7.2%,3.5%,7.3%,5.2%,5.8%,5.7%,7.2%,6.7%,3.5%,3.7%,3.9%,3.6%,2.6%,3.6%,6.6%
123,Geo Mason,5.6%,7.9%,6.6%,8.1%,5.2%,4.2%,5.1%,5.5%,6.3%,5.0%,5.8%,5.9%,7.0%,6.0%,8.7%,5.3%,6.4%,6.8%,6.1%,4.4%,4.8%,5.0%,8.2%,7.3%,5.6%,5.5%
124,Delaware St,5.6%,5.4%,3.4%,4.6%,4.0%,6.8%,5.2%,5.8%,5.8%,5.9%,3.7%,7.5%,5.4%,7.5%,12.1%,10.1%,6.9%,6.4%,4.9%,4.7%,4.4%,3.7%,3.6%,5.5%,6.3%,4.8%
125,Ohio State,5.6%,7.4%,11.6%,9.4%,4.5%,3.7%,5.0%,3.5%,4.7%,9.7%,8.6%,9.6%,7.8%,6.0%,6.1%,8.3%,8.0%,9.1%,8.8%,6.4%,6.7%,4.4%,6.2%,5.9%,8.2%,6.5%
126,Boise State,5.6%,6.5%,4.2%,5.2%,6.2%,7.2%,5.6%,4.1%,3.5%,5.4%,3.8%,5.9%,6.2%,5.5%,3.6%,3.2%,3.8%,4.5%,3.7%,4.3%,3.7%,3.9%,2.6%,5.0%,6.4%,5.0%
127,Loyola-Chi,5.6%,3.7%,4.9%,5.5%,5.5%,6.9%,7.4%,6.4%,7.0%,6.0%,5.3%,6.8%,5.6%,6.6%,2.7%,5.1%,4.8%,4.2%,5.3%,4.5%,4.1%,4.4%,3.0%,4.6%,4.5%,5.5%
128,Radford,5.6%,5.4%,7.2%,7.7%,9.1%,5.8%,5.2%,4.8%,7.7%,5.8%,4.9%,6.9%,5.9%,5.3%,5.0%,6.7%,6.2%,7.8%,7.5%,6.4%,5.5%,5.4%,3.9%,3.0%,2.9%,5.2%
129,Gonzaga,5.6%,6.5%,7.4%,6.5%,5.8%,6.1%,6.1%,5.8%,4.6%,6.1%,8.2%,8.5%,7.0%,6.5%,5.6%,4.9%,6.9%,5.7%,5.2%,7.6%,6.2%,8.9%,6.3%,4.6%,9.0%,5.6%
130,Central Conn,5.6%,6.3%,8.4%,6.1%,5.5%,3.0%,3.5%,3.4%,4.5%,6.1%,5.3%,4.9%,5.6%,6.9%,6.3%,6.9%,7.8%,6.0%,6.0%,4.2%,5.8%,5.8%,5.6%,4.3%,3.8%,6.6%
131,Iowa State,5.5%,4.7%,5.5%,5.8%,7.3%,10.0%,6.9%,6.9%,4.6%,6.0%,6.7%,6.1%,7.9%,6.0%,4.9%,4.7%,4.7%,6.4%,6.3%,5.7%,6.7%,7.6%,7.1%,5.3%,6.1%,6.0%
132,Jacksonville,5.5%,5.4%,5.1%,9.0%,8.6%,8.6%,9.6%,8.8%,5.9%,5.5%,5.3%,6.9%,7.9%,7.3%,6.8%,5.6%,5.8%,4.2%,4.0%,3.0%,5.7%,8.6%,4.9%,4.0%,3.0%,4.3%
133,Marshall,5.5%,6.7%,5.9%,6.4%,5.2%,6.4%,4.8%,5.6%,4.5%,7.6%,5.2%,4.0%,12.4%,6.4%,7.1%,7.6%,6.5%,4.9%,4.8%,5.8%,8.6%,7.3%,9.1%,8.4%,7.2%,8.3%
134,VA Military,5.5%,4.5%,5.6%,5.4%,4.4%,6.2%,4.5%,3.8%,3.0%,5.0%,3.8%,4.3%,6.7%,6.6%,5.8%,6.7%,8.5%,9.2%,6.8%,6.5%,4.9%,2.9%,4.1%,4.6%,4.0%,2.1%
135,Wash State,5.5%,4.5%,4.5%,5.1%,3.9%,5.1%,3.8%,6.2%,9.0%,8.8%,5.9%,8.8%,8.2%,6.7%,5.1%,4.6%,5.7%,5.5%,7.0%,4.2%,3.7%,4.7%,4.7%,6.1%,8.0%,5.0%
136,Alcorn State,5.5%,6.6%,3.9%,5.2%,6.8%,6.0%,3.7%,6.3%,6.1%,4.6%,2.8%,2.7%,5.1%,5.7%,6.0%,6.9%,7.0%,4.8%,7.0%,5.9%,4.7%,6.2%,5.4%,3.0%,4.9%,4.6%
137,Air Force,5.4%,5.1%,3.4%,4.2%,3.2%,4.2%,5.9%,4.3%,4.7%,3.2%,3.8%,4.5%,3.2%,4.6%,5.8%,3.1%,5.6%,3.9%,2.9%,3.2%,4.8%,3.2%,2.2%,4.7%,6.1%,7.4%
138,N Hampshire,5.4%,6.1%,5.6%,4.7%,3.6%,2.6%,4.6%,4.3%,3.8%,3.6%,4.0%,5.4%,4.3%,5.8%,4.6%,5.1%,6.1%,4.2%,3.0%,3.2%,3.2%,3.2%,3.3%,5.2%,4.9%,4.6%
139,Providence,5.4%,3.7%,8.4%,9.5%,7.5%,9.7%,8.8%,10.2%,8.3%,8.0%,6.0%,5.7%,7.0%,7.1%,8.7%,5.8%,8.5%,8.6%,6.0%,5.3%,6.2%,7.1%,6.0%,5.1%,6.2%,7.4%
140,St Fran (NY),5.4%,4.8%,5.4%,6.2%,6.0%,6.8%,7.6%,7.5%,6.8%,4.8%,3.4%,7.7%,5.8%,4.7%,4.5%,4.1%,9.8%,9.3%,8.8%,5.2%,4.6%,6.8%,7.8%,5.9%,4.2%,8.2%
141,UCLA,5.4%,6.7%,7.5%,7.1%,4.6%,5.2%,4.5%,4.3%,5.5%,6.0%,8.0%,6.1%,7.7%,10.0%,8.2%,5.8%,5.2%,6.8%,5.5%,8.1%,6.2%,6.2%,6.1%,4.9%,6.0%,7.1%
142,AR Lit Rock,5.4%,3.9%,3.8%,5.1%,3.8%,4.2%,5.8%,5.6%,4.9%,4.3%,6.3%,6.5%,4.5%,4.6%,6.1%,7.0%,7.0%,4.8%,5.6%,7.0%,5.3%,4.6%,6.5%,5.7%,3.9%,3.7%
143,Georgia,5.4%,4.3%,5.1%,8.3%,5.6%,7.2%,6.2%,6.3%,8.0%,7.9%,6.0%,6.1%,8.1%,8.7%,7.2%,7.8%,8.5%,8.0%,8.8%,6.2%,7.9%,8.1%,5.2%,4.0%,3.5%,4.4%
144,Nicholls St,5.3%,4.7%,4.7%,2.8%,3.1%,1.5%,2.9%,2.0%,5.2%,3.7%,3.8%,2.7%,2.1%,2.3%,3.2%,4.0%,5.6%,7.5%,8.0%,9.7%,6.3%,6.4%,6.7%,5.4%,6.4%,5.2%
145,Samford,5.3%,5.7%,6.1%,4.8%,4.7%,2.8%,3.7%,2.1%,3.1%,3.3%,3.4%,2.1%,3.3%,2.9%,3.6%,4.6%,5.3%,5.7%,6.0%,3.9%,3.9%,6.1%,5.0%,4.0%,5.1%,4.7%
146,S Florida,5.3%,6.6%,6.3%,8.2%,7.4%,7.6%,9.2%,6.3%,10.6%,8.7%,6.1%,5.0%,6.2%,6.8%,7.0%,6.3%,6.5%,8.8%,8.9%,6.7%,4.2%,6.1%,4.1%,5.1%,7.0%,5.4%
147,Pepperdine,5.3%,6.5%,5.1%,5.0%,8.4%,5.2%,4.3%,6.1%,5.6%,6.2%,6.5%,5.4%,4.3%,5.3%,5.6%,3.9%,7.3%,6.1%,4.8%,4.2%,3.9%,5.0%,6.4%,4.9%,4.0%,5.9%
148,Grambling St,5.3%,5.6%,3.1%,6.8%,7.3%,6.1%,4.4%,6.2%,2.9%,5.3%,4.5%,4.9%,4.4%,5.0%,6.1%,3.8%,3.6%,3.0%,2.9%,4.4%,6.1%,7.3%,6.2%,5.2%,5.7%,7.7%
149,Lafayette,5.3%,7.4%,5.8%,7.2%,5.5%,6.6%,7.7%,4.7%,4.9%,4.7%,5.5%,4.3%,4.9%,4.4%,4.7%,5.7%,3.8%,4.4%,3.7%,4.7%,5.2%,7.0%,7.0%,5.5%,5.6%,5.5%
150,CS Fullerton,5.2%,4.4%,4.2%,3.5%,6.0%,3.3%,3.3%,3.0%,3.5%,3.6%,2.4%,6.1%,5.1%,2.6%,4.8%,2.8%,3.5%,3.9%,2.5%,6.2%,5.8%,5.7%,5.3%,3.1%,3.4%,4.6%
151,Howard,5.2%,1.2%,2.7%,3.1%,4.4%,5.2%,4.6%,5.8%,4.9%,4.0%,7.4%,5.7%,3.8%,4.1%,5.8%,6.5%,7.1%,7.7%,4.7%,6.1%,4.2%,6.1%,5.6%,7.4%,5.9%,5.0%
152,Beth-Cook,5.2%,4.6%,3.6%,3.8%,4.0%,3.2%,4.0%,4.5%,3.6%,6.5%,4.7%,5.6%,7.2%,4.4%,5.1%,7.0%,4.9%,5.3%,10.1%,4.7%,5.8%,5.4%,4.1%,--,4.4%,4.4%
153,Houston,5.2%,6.0%,4.1%,4.8%,7.0%,7.4%,10.5%,8.6%,7.4%,6.0%,6.7%,7.0%,5.0%,7.2%,8.1%,6.2%,9.4%,6.9%,6.6%,6.6%,5.6%,7.9%,9.1%,9.1%,9.8%,9.4%
154,Fordham,5.2%,3.7%,5.3%,6.3%,5.1%,5.5%,4.4%,7.7%,6.4%,7.9%,6.5%,5.2%,6.7%,7.3%,9.7%,7.2%,7.0%,7.3%,7.3%,5.9%,4.3%,6.0%,4.9%,3.7%,6.5%,8.7%
155,Wagner,5.2%,8.7%,3.4%,5.3%,5.4%,5.0%,5.2%,5.8%,5.8%,4.4%,6.2%,5.8%,6.5%,7.8%,7.9%,9.6%,11.3%,5.0%,7.7%,6.3%,6.8%,7.0%,4.1%,4.9%,5.0%,3.5%
