,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
53,Saint Louis,0.667,0.484,0.576,0.533,0.484,0.533,0.594,0.3,0.552,0.594,0.5,0.548,0.629,0.367,0.758,0.8,0.788,0.323,0.344,0.364,0.5,0.639,0.733,0.667,0.647,0.625
54,Colorado St,0.667,0.607,0.586,0.5,0.357,0.548,0.429,0.346,0.483,0.536,0.2,0.3,0.484,0.581,0.625,0.727,0.467,0.788,0.5,0.647,0.323,0.355,0.613,0.704,0.8,0.438
55,Wyoming,0.667,0.667,0.586,0.643,0.7,0.645,0.393,0.536,0.419,0.516,0.357,0.548,0.276,0.276,0.613,0.563,0.516,0.697,0.4,0.583,0.594,0.226,0.25,0.560,0.727,0.267
56,Washington,0.667,0.571,0.31,0.31,0.357,0.37,0.613,0.824,0.788,0.594,0.485,0.735,0.722,0.686,0.686,0.529,0.531,0.516,0.559,0.29,0.618,0.75,0.469,0.192,0.531,0.5
57,U Mass,0.656,0.467,0.5,0.5,0.448,0.357,0.345,0.571,0.464,0.727,0.694,0.379,0.355,0.483,0.676,0.636,0.727,0.531,0.438,0.455,0.394,0.344,0.452,0.533,0.469,0.484
58,Oklahoma,0.656,0.656,0.794,0.788,0.861,0.794,0.645,0.758,0.69,0.5,0.657,0.833,0.419,0.452,0.484,0.625,0.697,0.686,0.784,0.355,0.563,0.588,0.613,0.593,0.543,0.469
59,S Mississippi,0.656,0.467,0.586,0.7,0.346,0.448,0.444,0.32,0.25,0.593,0.517,0.414,0.533,0.655,0.719,0.714,0.794,0.259,0.259,0.241,0.4,0.586,0.214,0.261,0.161,0.733
60,Maryland,0.656,0.818,0.714,0.703,0.889,0.677,0.625,0.594,0.581,0.735,0.559,0.6,0.719,0.576,0.531,0.658,0.531,0.8,0.743,0.719,0.581,0.677,0.774,0.533,0.469,0.629
61,E Michigan,0.655,0.2,0.5,0.111,0.172,0.44,0.4,0.357,0.25,0.406,0.452,0.2,0.5,0.214,0.419,0.419,0.559,0.548,0.483,0.414,0.581,0.393,0.429,0.200,0.3,0.233
62,Lafayette,0.654,0.714,0.759,0.385,0.5,0.429,0.615,0.296,0.346,0.25,0.5,0.267,0.594,0.387,0.419,0.546,0.333,0.594,0.2,0.276,0.3,0.31,0.6,0.600,0.31,0.324
63,Radford,0.654,0.692,0.63,0.64,0.467,0.333,0.385,0.385,0.519,0.214,0.286,0.6,0.586,0.077,0.133,0.345,0.594,0.613,0.483,0.4,0.618,0.633,0.633,0.520,0.333,0.559
64,Butler,0.645,0.688,0.742,0.75,0.813,0.813,0.517,0.423,0.606,0.794,0.882,0.807,0.892,0.75,0.583,0.743,0.433,0.677,0.667,0.735,0.6,0.485,0.71,0.400,0.387,0.438
65,Charlotte,0.645,0.677,0.515,0.688,0.6,0.448,0.7,0.724,0.594,0.467,0.588,0.355,0.613,0.333,0.433,0.636,0.548,0.438,0.424,0.414,0.179,0.276,0.552,0.375,0.548,0.611
66,NC-Wilmgton,0.645,0.393,0.567,0.633,0.697,0.774,0.5,0.655,0.758,0.241,0.606,0.219,0.29,0.419,0.323,0.31,0.233,0.548,0.742,0.818,0.3,0.281,0.241,0.375,0.735,0.688
67,Marquette,0.645,0.483,0.5,0.517,0.788,0.844,0.6,0.6,0.633,0.697,0.706,0.714,0.647,0.595,0.771,0.743,0.531,0.406,0.606,0.594,0.6,0.706,0.6,0.482,0.594,0.806
68,Nicholls St,0.643,0.444,0.346,0.482,0.039,0.074,0.087,0.125,0.308,0.241,0.3,0.607,0.308,0.417,0.286,0.3,0.464,0.269,0.258,0.37,0.607,0.37,0.63,0.708,0.586,0.444
69,Davidson,0.643,0.56,0.48,0.414,0.643,0.583,0.539,0.69,0.607,0.844,0.8,0.765,0.483,0.531,0.75,0.758,0.594,0.742,0.594,0.531,0.636,0.697,0.533,0.571,0.788,0.484
70,Creighton,0.643,0.71,0.697,0.75,0.719,0.853,0.69,0.677,0.667,0.667,0.656,0.771,0.529,0.59,0.829,0.778,0.771,0.424,0.571,0.706,0.625,0.559,0.767,0.710,0.657,0.649
71,Rider,0.643,0.429,0.533,0.571,0.607,0.429,0.567,0.621,0.286,0.516,0.677,0.594,0.515,0.677,0.406,0.559,0.452,0.636,0.394,0.546,0.688,0.516,0.6,0.261,0.406,0.517
