,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
41,VA Military,9.0,10.8,8.8,8.2,8.9,6.4,6.6,7.5,6.8,13.2,11.4,13.1,9.7,7.3,7.6,7.2,6.3,7.8,6.1,6.1,7.1,6.4,6.2,4.9,4.6,5.0
42,St Fran (NY),9.0,11.0,8.4,9.1,9.7,8.7,8.6,8.3,7.7,7.3,7.4,5.9,8.0,7.8,6.8,6.5,5.6,6.6,5.8,6.6,7.0,5.6,6.3,8.1,6.6,6.9
43,Colgate,9.0,8.3,8.0,7.2,7.3,6.9,6.3,5.4,5.8,5.9,6.6,4.5,6.2,5.8,3.6,4.6,4.6,4.9,6.1,5.1,6.1,6.1,5.9,7.1,6.1,7.0
44,Prairie View,9.0,9.7,8.4,7.7,6.7,6.7,5.4,6.5,8.0,9.5,7.7,7.5,7.5,6.1,7.5,7.0,7.1,8.7,7.7,8.0,7.5,8.8,8.3,9.6,8.5,7.3
45,Pittsburgh,9.0,10.8,7.8,7.2,6.8,8.2,5.9,6.5,6.2,5.2,6.5,6.7,5.2,4.7,4.7,6.6,7.1,4.9,5.0,3.8,4.3,6.9,7.8,6.0,5.4,5.1
46,LA Lafayette,8.8,6.6,8.0,7.3,7.2,7.6,8.7,9.3,6.8,5.5,7.0,6.0,6.9,5.5,5.6,7.0,6.9,6.3,6.4,6.7,7.2,6.9,5.9,5.8,6.7,7.4
47,Kentucky,8.7,7.6,6.0,6.7,7.5,7.8,7.7,9.1,5.9,5.9,6.6,6.6,7.3,5.6,6.1,5.6,4.7,6.5,5.7,6.0,5.6,5.9,5.2,6.3,6.8,6.4
48,Drake,8.7,8.4,7.1,4.9,5.0,3.9,11.3,8.2,8.0,7.7,7.2,6.3,5.5,5.6,6.8,5.7,5.3,4.4,3.6,6.1,5.9,5.3,5.3,6.7,6.9,5.3
49,Lafayette,8.7,8.3,10.0,8.7,8.0,5.7,5.3,6.0,7.7,7.1,7.9,6.3,7.3,6.0,5.3,6.7,5.1,5.3,5.7,4.8,4.2,5.0,4.8,6.3,6.3,5.8
50,Wagner,8.7,8.4,11.4,10.1,8.9,7.5,4.7,6.3,5.3,6.6,6.5,7.0,6.5,5.9,7.9,8.2,6.2,6.2,6.9,4.8,6.3,5.8,5.8,7.4,8.2,6.5
51,Duquesne,8.7,6.5,6.1,6.6,5.8,6.7,6.0,6.3,4.5,7.5,9.4,7.6,8.0,9.9,7.4,5.2,5.8,5.0,4.7,4.9,5.8,7.8,6.9,6.7,6.6,8.1
52,Purdue,8.7,8.1,7.6,6.9,6.2,7.2,5.7,5.6,5.4,7.9,8.4,7.1,7.1,6.2,6.5,4.9,5.6,5.4,4.2,5.2,5.7,6.1,6.5,5.1,4.6,4.7
53,Maryland,8.7,12.1,10.1,8.9,8.4,10.4,8.6,8.3,7.9,7.4,6.6,7.6,7.8,6.7,4.3,5.1,6.3,4.8,5.8,5.3,4.2,4.4,4.6,5.1,6.4,5.5
54,Coastal Car,8.7,8.6,7.9,8.7,8.5,6.3,7.0,7.4,7.0,8.5,5.5,6.4,6.8,6.0,6.1,8.0,6.2,6.3,5.5,5.9,5.3,6.1,7.1,7.5,6.4,5.3
55,Miami (FL),8.6,8.7,8.4,8.8,8.8,9.7,8.6,7.2,7.1,6.3,5.7,6.0,6.8,5.6,6.4,6.2,4.9,5.5,6.1,6.5,6.6,6.6,5.9,6.6,8.9,7.3
56,Loyola-MD,8.6,8.3,7.3,5.5,7.0,5.5,5.3,6.1,7.4,6.3,5.9,6.7,6.4,6.5,7.8,7.1,8.0,5.5,5.4,7.2,7.0,8.7,6.6,6.8,7.8,7.2
57,St Bonavent,8.6,9.8,8.3,7.7,9.7,8.1,7.5,5.7,5.7,5.2,5.1,6.6,5.7,5.0,5.8,6.5,7.0,6.6,5.9,7.2,7.0,5.9,5.5,5.9,6.3,7.0
58,Saint Louis,8.6,8.4,7.7,6.6,7.0,6.1,7.1,6.3,5.1,4.7,4.1,4.9,5.7,6.4,6.9,7.6,7.4,5.2,5.5,5.0,5.9,7.1,7.4,7.4,6.2,5.0
59,Norfolk St,8.6,8.8,8.7,7.4,6.6,7.7,7.2,7.6,7.4,5.9,8.6,8.5,8.4,6.4,6.3,7.3,6.2,4.8,5.7,5.0,6.0,5.8,7.3,6.5,6.0,6.8
60,Ark Pine Bl,8.6,9.2,9.6,7.4,11.1,8.1,5.5,6.6,7.5,6.0,5.2,8.7,6.7,7.5,7.0,9.9,9.5,8.8,7.1,8.5,7.9,6.2,7.1,6.4,6.9,7.6
61,Providence,8.6,11.2,8.0,9.1,11.0,8.8,9.1,7.9,8.0,7.4,7.9,7.9,8.0,7.8,5.3,6.2,5.5,7.1,6.5,6.6,6.8,7.4,8.3,5.7,5.0,6.8
62,Oklahoma St,8.6,7.5,7.4,8.1,7.8,8.7,7.6,7.1,8.1,7.4,8.1,7.6,6.5,6.7,6.4,7.5,7.6,7.8,5.6,7.6,6.6,5.7,6.8,7.5,8.5,5.7
63,Central FL,8.6,7.0,7.4,7.8,8.4,8.1,8.7,6.7,6.5,7.4,7.6,6.7,7.5,5.9,6.0,7.4,6.9,5.2,4.6,4.0,5.3,5.7,6.5,6.8,7.0,7.7
64,Minnesota,8.5,7.6,6.7,7.2,8.0,7.1,6.9,9.1,8.4,4.8,8.8,8.0,7.8,6.8,7.1,7.4,7.5,9.2,5.5,5.7,5.7,4.9,4.7,6.3,5.3,4.6
65,Alabama St,8.5,9.0,7.7,8.3,6.6,8.4,7.1,6.0,6.0,6.2,5.8,5.7,7.5,7.3,7.5,6.2,6.8,6.1,5.7,4.9,5.5,6.1,6.3,6.1,7.4,5.8
66,Princeton,8.5,8.3,8.1,6.7,7.3,7.3,6.6,6.7,7.3,6.7,5.3,6.2,7.3,5.9,6.3,6.4,6.2,5.5,7.1,6.6,4.5,6.0,6.3,--,5.7,4.6
67,Connecticut,8.5,8.0,6.6,8.0,7.5,5.8,6.0,6.1,6.6,7.8,5.7,5.8,6.5,6.4,5.9,7.5,6.8,4.7,5.8,4.4,5.9,6.1,7.1,6.2,5.9,6.3
68,Jackson St,8.5,7.3,6.8,6.6,5.8,9.6,9.9,9.8,9.2,8.2,7.3,7.3,5.7,7.7,6.9,8.3,6.1,6.3,7.6,5.9,6.8,6.4,7.8,8.2,6.1,7.5
69,DePaul,8.4,8.1,8.1,5.3,7.1,5.7,5.5,5.5,5.5,5.9,7.4,6.8,7.6,7.5,7.9,8.3,6.7,6.4,4.8,6.7,6.5,6.2,8.0,6.8,6.2,6.4
70,NC-Asheville,8.4,7.4,7.4,7.9,7.3,7.0,7.2,6.8,6.8,6.8,5.7,7.8,7.1,8.8,7.9,8.2,6.5,6.9,9.1,8.6,7.2,6.3,7.8,7.0,6.3,6.1
71,California,8.4,8.4,7.1,7.3,7.9,6.6,6.2,4.9,5.2,4.6,4.1,4.8,5.6,5.7,4.7,5.8,5.3,4.1,4.1,4.9,6.9,7.3,4.0,4.2,4.9,4.7
72,Indiana St,8.4,7.8,9.0,7.3,5.5,6.5,6.9,6.2,6.8,5.1,6.5,5.0,5.4,6.0,5.7,5.5,5.8,5.7,5.7,6.5,7.5,6.7,5.4,6.3,5.9,6.3
73,UCLA,8.4,9.3,8.5,7.8,5.5,5.6,4.5,5.8,5.7,7.3,7.4,8.1,6.4,5.4,7.9,8.1,9.2,6.6,5.5,5.9,5.6,5.9,6.6,4.9,7.0,8.4
74,Ste F Austin,8.4,8.9,8.4,7.0,7.3,8.8,8.5,5.1,7.4,7.1,5.6,5.9,6.5,6.3,6.3,7.1,6.8,7.2,8.5,6.7,9.4,6.3,9.9,9.4,8.7,8.3
75,USC,8.4,9.4,9.2,7.6,8.9,9.2,8.9,8.3,7.4,5.6,5.7,6.4,5.7,5.9,5.8,5.7,5.5,6.5,6.3,7.0,6.3,6.1,6.7,4.8,5.0,6.9
76,Santa Clara,8.4,4.7,6.9,6.4,5.0,5.5,6.6,7.0,6.2,5.2,5.4,5.6,7.1,6.9,4.7,7.6,5.8,5.6,4.3,5.2,5.5,4.8,6.7,4.3,6.0,5.9
77,Charlotte,8.4,7.1,6.6,6.9,6.9,8.5,8.8,8.7,6.9,5.5,8.0,6.5,5.9,6.4,8.1,7.5,6.0,6.5,6.2,6.3,5.5,4.8,7.6,5.3,4.8,5.5
78,Illinois St,8.3,7.2,5.8,8.3,6.7,6.2,6.7,6.4,6.7,6.7,6.8,7.0,7.3,4.9,5.1,7.2,7.6,7.1,6.5,6.9,6.5,4.9,5.5,5.8,6.7,5.7
79,Tennessee,8.3,8.7,8.4,7.0,6.0,5.8,6.0,7.3,10.0,9.6,9.2,6.6,7.8,7.4,5.7,4.2,5.1,7.7,5.3,5.2,6.3,5.9,6.0,7.3,9.3,8.3
80,W Kentucky,8.2,7.4,5.3,7.4,7.0,7.0,6.6,7.9,7.6,6.9,7.8,5.7,6.4,5.8,5.5,6.2,4.8,5.2,4.1,4.5,7.0,6.9,6.8,6.4,8.1,6.0
81,GA Southern,8.2,5.6,8.3,7.4,8.3,7.4,10.6,9.8,8.5,6.9,9.0,6.8,7.8,8.3,7.5,6.7,6.2,6.9,6.7,6.5,6.5,7.0,7.3,7.9,6.8,6.4
82,E Kentucky,8.2,6.5,6.2,6.1,7.7,7.9,7.0,6.8,7.1,7.8,7.1,7.5,7.1,5.9,7.0,8.3,8.0,9.2,6.8,5.7,6.4,9.6,8.7,9.8,9.3,7.1
83,UC Irvine,8.2,6.4,6.2,6.1,6.5,7.1,5.5,4.8,5.2,4.4,7.3,5.0,5.5,6.5,4.8,5.0,5.3,5.6,5.8,4.8,4.9,5.5,6.2,7.0,5.5,6.5
84,Portland,8.2,9.1,6.7,6.4,6.2,7.3,6.4,7.3,6.9,4.1,5.3,5.7,6.2,5.3,4.7,5.8,5.9,5.6,6.3,4.6,5.1,5.4,5.4,5.7,4.8,4.9
85,Alcorn State,8.2,10.9,9.4,7.3,8.1,8.2,6.2,7.5,6.8,6.5,6.4,8.4,6.9,7.8,6.6,6.4,5.4,5.9,4.5,6.3,5.8,6.6,7.2,7.6,7.4,8.0
86,Miss Val St,8.2,8.5,8.4,5.3,8.9,8.5,10.5,9.1,5.1,5.8,5.7,7.5,7.5,7.1,8.8,7.1,7.3,7.5,6.9,6.8,5.8,5.5,7.3,4.6,7.4,7.6
87,Wichita St,8.2,6.9,8.1,5.0,5.1,6.1,5.5,5.0,5.2,5.8,5.1,6.2,6.5,5.8,6.1,7.5,6.7,7.2,7.3,6.4,4.7,4.7,7.1,5.8,7.5,6.3
88,E Washingtn,8.2,7.7,5.5,7.4,6.8,7.6,6.4,5.2,6.5,6.9,6.7,5.5,6.0,5.5,7.0,5.3,4.4,6.2,5.3,4.5,5.3,5.6,6.6,4.7,5.3,5.0
89,Beth-Cook,8.2,7.7,8.0,6.7,7.2,8.3,8.3,8.1,8.7,6.5,6.8,6.6,6.5,6.5,6.6,6.9,6.0,5.3,5.6,7.1,6.1,7.0,6.8,--,7.8,7.0
90,Jacksonville,8.1,8.7,7.1,7.7,7.9,6.7,7.7,8.8,6.4,8.4,7.6,8.2,8.5,8.5,7.7,6.2,7.1,6.1,6.1,7.9,5.9,6.5,5.1,6.7,5.6,4.8
